TEMPLATE_BUNDLE_KEY;TEMPLATE_PRODUCT_COUNT;TEMPLATE_DEAL_COUNT;EXACT_ORDER_MATCH_COUNT;CONTAINED_ORDER_MATCH_COUNT;MATCH_RATE_PER_TEMPLATE_DEAL;SAMPLE_TEMPLATE_TITLE;SAMPLE_ORDER_TITLE
19016;1;1;0;0;0;Бейдж на зеркальном золоте/серебре 8,5х5,5 см;
19018;1;1;0;0;0;Бейдж на зеркальном золоте/серебре 8,5х5,5 см;
19024;1;1;0;0;0;Бейдж на зеркальном золоте/серебре 8,5х5,5 см;
19078;1;1;0;0;0;Бейдж царапанный пластик с уф-печатью 8,5х5,5 см;
19082;1;1;0;0;0;Бейдж царапанный пластик с уф-печатью 8,5х5,5 см;
19084;1;1;0;0;0;Бейдж царапанный пластик с уф-печатью 8,5х5,5 см;
19032|19044|4704|4822;4;1;0;0;0;Бейдж карман на шнурке  100х68 мм;
19034|19046|4890|5008;4;3;0;0;0;Бейдж карман на шнурке  100х68 мм;
19032|19044|4890|5008;4;1;0;0;0;Бейдж карман на шнурке  100х68 мм;
19036|19048|4894|5008;4;1;0;0;0;Бейдж карман на шнурке  100х68 мм;
19032|19056|4704|4822;4;1;0;0;0;Бейдж карман на шнурке  106х88 мм;
19034|19058|4708|4822;4;1;0;0;0;Бейдж карман на шнурке  106х88 мм;
19034|19058|4704|4822;4;1;0;0;0;Бейдж карман на шнурке  106х88 мм;
19034|19058|4890|5008;4;2;0;0;0;Бейдж карман на шнурке  106х88 мм;
19116;1;2;0;0;0;Ежедневник недатированный А5 «Boston»;
19112;1;1;0;0;0;Ежедневник недатированный А5 «Boston»;
19114;1;1;0;0;0;Ежедневник недатированный А5 «Boston»;
19118;1;1;0;0;0;Ежедневник недатированный А5 «Boston»;
19120;1;1;0;0;0;Ежедневник недатированный А5 «Boston»;
19140;1;2;0;0;0;Ежедневник недатированный А5 «Ideal New»;
19136;1;1;0;0;0;Ежедневник недатированный А5 «Ideal New»;
19138;1;1;0;0;0;Ежедневник недатированный А5 «Ideal New»;
19142;1;1;0;0;0;Ежедневник недатированный А5 «Ideal New»;
19144;1;1;0;0;0;Ежедневник недатированный А5 «Ideal New»;
19148;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Flex»;
19150;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Flex»;
19154;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Flex»;
19156;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Flex»;
19088;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Soft»;
19090;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Soft»;
19094;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Soft»;
19096;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis Soft»;
19196;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis»;
19198;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis»;
19202;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis»;
19204;1;1;0;0;0;Ежедневник недатированный А5 «Megapolis»;
19188;1;2;0;0;0;Ежедневник недатированный А5 «Mercury»;
19184;1;1;0;0;0;Ежедневник недатированный А5 «Mercury»;
19186;1;1;0;0;0;Ежедневник недатированный А5 «Mercury»;
19190;1;1;0;0;0;Ежедневник недатированный А5 «Mercury»;
19192;1;1;0;0;0;Ежедневник недатированный А5 «Mercury»;
19176;1;2;0;0;0;Ежедневник недатированный А5 «Primavera»;
19172;1;1;0;0;0;Ежедневник недатированный А5 «Primavera»;
19174;1;1;0;0;0;Ежедневник недатированный А5 «Primavera»;
19178;1;1;0;0;0;Ежедневник недатированный А5 «Primavera»;
19180;1;1;0;0;0;Ежедневник недатированный А5 «Primavera»;
19164;1;2;0;0;0;Ежедневник недатированный А5 «Senate» с магнитным клапаном;
19160;1;1;0;0;0;Ежедневник недатированный А5 «Senate» с магнитным клапаном;
19162;1;1;0;0;0;Ежедневник недатированный А5 «Senate» с магнитным клапаном;
19166;1;1;0;0;0;Ежедневник недатированный А5 «Senate» с магнитным клапаном;
19168;1;1;0;0;0;Ежедневник недатированный А5 «Senate» с магнитным клапаном;
19128;1;2;0;0;0;Ежедневник недатированный А5 «Sidney Nebraska»;
19124;1;1;0;0;0;Ежедневник недатированный А5 «Sidney Nebraska»;
19126;1;1;0;0;0;Ежедневник недатированный А5 «Sidney Nebraska»;
19130;1;1;0;0;0;Ежедневник недатированный А5 «Sidney Nebraska»;
19132;1;1;0;0;0;Ежедневник недатированный А5 «Sidney Nebraska»;
19212;1;2;0;0;0;Ежедневник недатированный А5 «Sorrento»;
19208;1;1;0;0;0;Ежедневник недатированный А5 «Sorrento»;
19210;1;1;0;0;0;Ежедневник недатированный А5 «Sorrento»;
19214;1;1;0;0;0;Ежедневник недатированный А5 «Sorrento»;
19216;1;1;0;0;0;Ежедневник недатированный А5 «Sorrento»;
19104;1;2;0;0;0;Ежедневник недатированный А5 «Velvet»;
19100;1;1;0;0;0;Ежедневник недатированный А5 «Velvet»;
19102;1;1;0;0;0;Ежедневник недатированный А5 «Velvet»;
19106;1;1;0;0;0;Ежедневник недатированный А5 «Velvet»;
19108;1;1;0;0;0;Ежедневник недатированный А5 «Velvet»;
19302;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 односторонний;
19304;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 односторонний;
19306;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 односторонний;
19308;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 односторонний;
19310;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 односторонний;
19324;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;
19326;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;
19328;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;
19330;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;
19312;1;1;0;0;0;Дорхенгер скругленный верх  с ламинацией Офсет 94х204 мм бумага 300 гр/м2 односторонний;
19314;1;1;0;0;0;Дорхенгер скругленный верх  с ламинацией Офсет 94х204 мм бумага 300 гр/м2 односторонний;
19316;1;1;0;0;0;Дорхенгер скругленный верх  с ламинацией Офсет 94х204 мм бумага 300 гр/м2 односторонний;
19318;1;1;0;0;0;Дорхенгер скругленный верх  с ламинацией Офсет 94х204 мм бумага 300 гр/м2 односторонний;
19320;1;1;0;0;0;Дорхенгер скругленный верх  с ламинацией Офсет 94х204 мм бумага 300 гр/м2 односторонний;
19332;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
19334;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
19336;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
19338;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
19340;1;1;0;0;0;Дорхенгер скругленный верх с ламинацией Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
19342;1;1;0;0;0;Дорхенгер с ламинацией Офсет 66х194 мм бумага 170 гр/м2;
19344;1;1;0;0;0;Дорхенгер с ламинацией Офсет 66х194 мм бумага 170 гр/м2;
19346;1;1;0;0;0;Дорхенгер с ламинацией Офсет 66х194 мм бумага 170 гр/м2;
19348;1;1;0;0;0;Дорхенгер с ламинацией Офсет 66х194 мм бумага 170 гр/м2;
19350;1;1;0;0;0;Дорхенгер с ламинацией Офсет 66х194 мм бумага 170 гр/м2;
19352;1;1;0;0;0;Дорхенгер  с ламинацией Офсет 66х194 мм бумага 300 гр/м2;
19354;1;1;0;0;0;Дорхенгер  с ламинацией Офсет 66х194 мм бумага 300 гр/м2;
19356;1;1;0;0;0;Дорхенгер  с ламинацией Офсет 66х194 мм бумага 300 гр/м2;
19358;1;1;0;0;0;Дорхенгер  с ламинацией Офсет 66х194 мм бумага 300 гр/м2;
19360;1;1;0;0;0;Дорхенгер  с ламинацией Офсет 66х194 мм бумага 300 гр/м2;
19224;1;2;0;0;0;Ежедневник стандартный А5;
19220;1;1;0;0;0;Ежедневник стандартный А5;
19222;1;1;0;0;0;Ежедневник стандартный А5;
19226;1;1;0;0;0;Ежедневник стандартный А5;
19228;1;1;0;0;0;Ежедневник стандартный А5;
19236;1;2;0;0;0;Ежедневник стандартный А5 с фольгой по краям;
19232;1;1;0;0;0;Ежедневник стандартный А5 с фольгой по краям;
19234;1;1;0;0;0;Ежедневник стандартный А5 с фольгой по краям;
19238;1;1;0;0;0;Ежедневник стандартный А5 с фольгой по краям;
19240;1;1;0;0;0;Ежедневник стандартный А5 с фольгой по краям;
19374;1;2;0;0;0;Ежедневник стандартный А5 с гравировкой;
19370;1;1;0;0;0;Ежедневник стандартный А5 с гравировкой;
19372;1;1;0;0;0;Ежедневник стандартный А5 с гравировкой;
19376;1;1;0;0;0;Ежедневник стандартный А5 с гравировкой;
19378;1;1;0;0;0;Ежедневник стандартный А5 с гравировкой;
19244;1;1;0;0;0;Метод нанесения: тиснение бесцветное;
19252;1;1;0;0;0;Метод нанесения: тиснение бесцветное;
19260;1;2;0;0;0;Метод нанесения: тиснение с фольгой;
19256;1;1;0;0;0;Метод нанесения: тиснение с фольгой;
19258;1;1;0;0;0;Метод нанесения: тиснение с фольгой;
19262;1;1;0;0;0;Метод нанесения: тиснение с фольгой;
19264;1;1;0;0;0;Метод нанесения: тиснение с фольгой;
19272;1;2;0;0;0;Метод нанесения: шелкография;
19268;1;1;0;0;0;Метод нанесения: шелкография;
19270;1;1;0;0;0;Метод нанесения: шелкография;
19274;1;1;0;0;0;Метод нанесения: шелкография;
19276;1;1;0;0;0;Метод нанесения: шелкография;
19284;1;2;0;0;0;Метод нанесения: тампопечать;
19280;1;1;0;0;0;Метод нанесения: тампопечать;
19282;1;1;0;0;0;Метод нанесения: тампопечать;
19286;1;1;0;0;0;Метод нанесения: тампопечать;
19288;1;1;0;0;0;Метод нанесения: тампопечать;
19296;1;2;0;0;0;Метод нанесения: УФ-печать;
19292;1;1;0;0;0;Метод нанесения: УФ-печать;
19294;1;1;0;0;0;Метод нанесения: УФ-печать;
19298;1;1;0;0;0;Метод нанесения: УФ-печать;
19300;1;1;0;0;0;Метод нанесения: УФ-печать;
14910;1;2;0;0;0;Метод нанесения: фольгирование;
14908;1;2;0;0;0;Метод нанесения: фольгирование;
14914;1;1;0;0;0;Метод нанесения: фольгирование;
6320;1;2;0;0;0;Самоклейка световая с УФ-печатью;
7496|7724|8608|8692|9820;5;4;0;0;0;Плоская световая буква с цветной контражурной подсветкой;
7498|7724|8608|8692|9820;5;1;0;0;0;Плоская световая буква с цветной контражурной подсветкой;
7486|7724|7814|8452|9820;5;1;0;0;0;Объемная буква световая стандартная+RGB лента;
13446|6444|6456|7484|7724|7788|8452|8644|9820;9;3;0;0;0;Объемная световая буква с аппликацией лицевой части;
13446|6444|6456|7484|7724|7812|8452|8644|9820;9;2;0;0;0;Объемная световая буква с аппликацией лицевой части;
13448|6444|6456|7486|7724|7814|8452|8644|9820;9;1;0;0;0;Объемная световая буква с аппликацией лицевой части;
13446|6444|6456|7484|7724|7788|8392|8452|8608;9;3;0;0;0;Объемная световая буква с аппликацией по периметру;
13446|6444|6456|7484|7724|7812|8392|8452|8608;9;1;0;0;0;Объемная световая буква с аппликацией по периметру;
13446|6446|6456|7484|7724|7812|8392|8452|8608;9;1;0;0;0;Объемная световая буква с аппликацией по периметру;
13448|6446|6456|7486|7724|7814|8392|8452|8608;9;1;0;0;0;Объемная световая буква с аппликацией по периметру;
7056|7484|7724|7788|8392;5;3;0;0;0;Объемная световая буква цветная;
7056|7484|7724|7812|8392;5;2;0;0;0;Объемная световая буква цветная;
7056|7486|7724|7814|8392;5;1;0;0;0;Объемная световая буква цветная;
7724|7760|8392|8464|8680;5;5;0;0;0;Объемная световая буква из цветного акрила;
18898;1;1;0;0;0;Меню-плейсмент А4 Крафт 70 гр/м2 односторонняя полноцветная печать;
18900;1;1;0;0;0;Меню-плейсмент А4 Крафт 70 гр/м2 односторонняя полноцветная печать;
18902;1;1;0;0;0;Меню-плейсмент А4 Крафт 70 гр/м2 односторонняя полноцветная печать;
