TEMPLATE_BUNDLE_KEY;TEMPLATE_PRODUCT_COUNT;TEMPLATE_DEAL_COUNT;EXACT_ORDER_MATCH_COUNT;CONTAINED_ORDER_MATCH_COUNT;MATCH_RATE_PER_TEMPLATE_DEAL;SAMPLE_TEMPLATE_TITLE;SAMPLE_ORDER_TITLE
15004;1;1;0;0;0;Толстовка с логотипом «Rome» мужская;
15006;1;1;0;0;0;Толстовка с логотипом «Rome» мужская;
15008;1;1;0;0;0;Толстовка с логотипом «Rome» мужская;
15010;1;1;0;0;0;Толстовка с логотипом «Rome» мужская;
15012;1;1;0;0;0;Толстовка с логотипом «Rome» мужская;
15194;1;1;0;0;0;Кружка «Айседора»;
15014;1;1;0;0;0;"Толстовка с логотипом ""Stream"" с капюшоном унисекс";
15196;1;1;0;0;0;Кружка «Айседора»;
15198;1;1;0;0;0;Кружка «Айседора»;
15016;1;1;0;0;0;"Толстовка с логотипом ""Stream"" с капюшоном унисекс";
15018;1;1;0;0;0;"Толстовка с логотипом ""Stream"" с капюшоном унисекс";
15200;1;1;0;0;0;Кружка «Айседора»;
15020;1;1;0;0;0;"Толстовка с логотипом ""Stream"" с капюшоном унисекс";
15202;1;1;0;0;0;Кружка «Айседора»;
15022;1;1;0;0;0;"Толстовка с логотипом ""Stream"" с капюшоном унисекс";
15204;1;1;0;0;0;Кружка «Айседора»;
15024;1;1;0;0;0;"Толстовка с логотипом ""Stream"" с капюшоном унисекс";
15218;1;1;0;0;0;Кружка «Sublime Color» для сублимации;
15220;1;1;0;0;0;Кружка «Sublime Color» для сублимации;
15222;1;1;0;0;0;Кружка «Sublime Color» для сублимации;
15224;1;1;0;0;0;Кружка «Sublime Color» для сублимации;
15226;1;1;0;0;0;Кружка «Sublime Color» для сублимации;
15228;1;1;0;0;0;Кружка «Sublime Color» для сублимации;
15230;1;1;0;0;0;Кружка «Мерсер»;
15232;1;1;0;0;0;Кружка «Мерсер»;
15234;1;1;0;0;0;Кружка «Мерсер»;
15236;1;1;0;0;0;Кружка «Мерсер»;
15238;1;1;0;0;0;Кружка «Мерсер»;
15240;1;1;0;0;0;Кружка «Мерсер»;
15242;1;1;0;0;0;Кружка «Марко»;
15244;1;1;0;0;0;Кружка «Марко»;
15246;1;1;0;0;0;Кружка «Марко»;
15248;1;1;0;0;0;Кружка «Марко»;
15250;1;1;0;0;0;Кружка «Марко»;
15252;1;1;0;0;0;Кружка «Марко»;
15254;1;1;0;0;0;Кружка «Tulip»;
15256;1;1;0;0;0;Кружка «Tulip»;
15258;1;1;0;0;0;Кружка «Tulip»;
15260;1;1;0;0;0;Кружка «Tulip»;
15262;1;1;0;0;0;Кружка «Tulip»;
15264;1;1;0;0;0;Кружка «Tulip»;
15266;1;1;0;0;0;Кружка «Nancy», матовая;
15268;1;1;0;0;0;Кружка «Nancy», матовая;
15270;1;1;0;0;0;Кружка «Nancy», матовая;
15272;1;1;0;0;0;Кружка «Nancy», матовая;
15274;1;1;0;0;0;Кружка «Nancy», матовая;
15276;1;1;0;0;0;Кружка «Nancy», матовая;
15278;1;1;0;0;0;Кружка «Марко», матовая;
15280;1;1;0;0;0;Кружка «Марко», матовая;
15282;1;1;0;0;0;Кружка «Марко», матовая;
15284;1;1;0;0;0;Кружка «Марко», матовая;
15286;1;1;0;0;0;Кружка «Марко», матовая;
15288;1;1;0;0;0;Кружка «Марко», матовая;
15290;1;1;0;0;0;Кружка «Bogota»;
15292;1;1;0;0;0;Кружка «Bogota»;
15294;1;1;0;0;0;Кружка «Bogota»;
15296;1;1;0;0;0;Кружка «Bogota»;
15298;1;1;0;0;0;Кружка «Bogota»;
15300;1;1;0;0;0;Кружка «Bogota»;
15302;1;1;0;0;0;Кружка-хамелеон «Magic» матовая;
15304;1;1;0;0;0;Кружка-хамелеон «Magic» матовая;
15306;1;1;0;0;0;Кружка-хамелеон «Magic» матовая;
15308;1;1;0;0;0;Кружка-хамелеон «Magic» матовая;
15310;1;1;0;0;0;Кружка-хамелеон «Magic» матовая;
15312;1;1;0;0;0;Кружка-хамелеон «Magic» матовая;
15314;1;1;0;0;0;Кружка «Susan», матовая;
15316;1;1;0;0;0;Кружка «Susan», матовая;
15318;1;1;0;0;0;Кружка «Susan», матовая;
15320;1;1;0;0;0;Кружка «Susan», матовая;
15322;1;1;0;0;0;Кружка «Susan», матовая;
15324;1;1;0;0;0;Кружка «Susan», матовая;
15326;1;1;0;0;0;Кружка «Gracy»;
15328;1;1;0;0;0;Кружка «Gracy»;
15330;1;1;0;0;0;Кружка «Gracy»;
15332;1;1;0;0;0;Кружка «Gracy»;
15334;1;1;0;0;0;Кружка «Gracy»;
15418;1;1;0;0;0;Повербанк «Mosaic», 5000 mAh;
15336;1;1;0;0;0;Кружка «Gracy»;
15420;1;1;0;0;0;Повербанк «Mosaic», 5000 mAh;
15422;1;1;0;0;0;Повербанк «Mosaic», 5000 mAh;
15424;1;1;0;0;0;Повербанк «Mosaic», 5000 mAh;
15338;1;1;0;0;0;Кружка с покрытием soft-touch «Tulip Gum»;
15340;1;1;0;0;0;Кружка с покрытием soft-touch «Tulip Gum»;
15342;1;1;0;0;0;Кружка с покрытием soft-touch «Tulip Gum»;
15344;1;1;0;0;0;Кружка с покрытием soft-touch «Tulip Gum»;
15346;1;1;0;0;0;Кружка с покрытием soft-touch «Tulip Gum»;
15348;1;1;0;0;0;Кружка с покрытием soft-touch «Tulip Gum»;
15426;1;1;0;0;0;Повербанк «Grind», 5000 mAh;
15428;1;1;0;0;0;Повербанк «Grind», 5000 mAh;
15430;1;1;0;0;0;Повербанк «Grind», 5000 mAh;
15432;1;1;0;0;0;Повербанк «Grind», 5000 mAh;
15434;1;1;0;0;0;Повербанк «Shell», 5000 mAh;
15436;1;1;0;0;0;Повербанк «Shell», 5000 mAh;
15362;1;1;0;0;0;Кружка-хамелеон «Surprise» матовая;
15438;1;1;0;0;0;Повербанк «Shell», 5000 mAh;
15440;1;1;0;0;0;Повербанк «Shell», 5000 mAh;
15364;1;1;0;0;0;Кружка-хамелеон «Surprise» матовая;
15366;1;1;0;0;0;Кружка-хамелеон «Surprise» матовая;
15368;1;1;0;0;0;Кружка-хамелеон «Surprise» матовая;
15448;1;1;0;0;0;Повербанк «Wheatty» из пшеничной соломы, 5000 mAh;
15370;1;1;0;0;0;Кружка-хамелеон «Surprise» матовая;
15446;1;1;0;0;0;Повербанк «Wheatty» из пшеничной соломы, 5000 mAh;
15372;1;1;0;0;0;Кружка-хамелеон «Surprise» матовая;
15444;1;1;0;0;0;Повербанк «Wheatty» из пшеничной соломы, 5000 mAh;
15442;1;1;0;0;0;Повербанк «Wheatty» из пшеничной соломы, 5000 mAh;
15386;1;1;0;0;0;Повербанк «Phase», 3000 mAh;
15374;1;1;0;0;0;Кружка из натуральных волокон «Grain»;
15388;1;1;0;0;0;Повербанк «Phase», 3000 mAh;
15390;1;1;0;0;0;Повербанк «Phase», 3000 mAh;
15392;1;1;0;0;0;Повербанк «Phase», 3000 mAh;
15376;1;1;0;0;0;Кружка из натуральных волокон «Grain»;
15378;1;1;0;0;0;Кружка из натуральных волокон «Grain»;
15380;1;1;0;0;0;Кружка из натуральных волокон «Grain»;
15394;1;1;0;0;0;Повербанк «Mini-5», 5000 mAh;
15382;1;1;0;0;0;Кружка из натуральных волокон «Grain»;
15396;1;1;0;0;0;Повербанк «Mini-5», 5000 mAh;
15384;1;1;0;0;0;Кружка из натуральных волокон «Grain»;
15398;1;1;0;0;0;Повербанк «Mini-5», 5000 mAh;
15400;1;1;0;0;0;Повербанк «Mini-5», 5000 mAh;
15402;1;1;0;0;0;Повербанк «Terra Pro» с QC/PD, 10000 mAh;
15404;1;1;0;0;0;Повербанк «Terra Pro» с QC/PD, 10000 mAh;
15406;1;1;0;0;0;Повербанк «Terra Pro» с QC/PD, 10000 mAh;
15408;1;1;0;0;0;Повербанк «Terra Pro» с QC/PD, 10000 mAh;
15458;1;1;0;0;0;Повербанк «Reserve Pro»,10 000 mAh;
15462;1;1;0;0;0;Повербанк «Reserve Pro»,10 000 mAh;
15460;1;1;0;0;0;Повербанк «Reserve Pro»,10 000 mAh;
15464;1;1;0;0;0;Повербанк «Reserve Pro»,10 000 mAh;
15466;1;1;0;0;0;Повербанк «Airbank», 10000 mAh;
15468;1;1;0;0;0;Повербанк «Airbank», 10000 mAh;
15470;1;1;0;0;0;Повербанк «Airbank», 10000 mAh;
15472;1;1;0;0;0;Повербанк «Airbank», 10000 mAh;
15474;1;1;0;0;0;Повербанк с дисплеем, 10000 mAh;
15476;1;1;0;0;0;Повербанк с дисплеем, 10000 mAh;
15478;1;1;0;0;0;Повербанк с дисплеем, 10000 mAh;
15480;1;1;0;0;0;Повербанк с дисплеем, 10000 mAh;
15450;1;1;0;0;0;Повербанк «Mini-10», 10000 mAh;
15452;1;1;0;0;0;Повербанк «Mini-10», 10000 mAh;
15454;1;1;0;0;0;Повербанк «Mini-10», 10000 mAh;
15456;1;1;0;0;0;Повербанк «Mini-10», 10000 mAh;
15482;1;1;0;0;0;Повербанк VA2120, 20000 mAh;
15484;1;1;0;0;0;Повербанк VA2120, 20000 mAh;
15486;1;1;0;0;0;Повербанк VA2120, 20000 mAh;
15488;1;1;0;0;0;Повербанк VA2120, 20000 mAh;
15490;1;1;0;0;0;Повербанк VA2081, 20000 mAh;
15492;1;1;0;0;0;Повербанк VA2081, 20000 mAh;
15494;1;1;0;0;0;Повербанк VA2081, 20000 mAh;
15496;1;1;0;0;0;Повербанк VA2081, 20000 mAh;
15410;1;1;0;0;0;Повербанк «Ангра», 2200 mAh;
15412;1;1;0;0;0;Повербанк «Ангра», 2200 mAh;
15414;1;1;0;0;0;Повербанк «Ангра», 2200 mAh;
15416;1;1;0;0;0;Повербанк «Ангра», 2200 mAh;
14438;1;1;0;0;0;Флаг ПАРУС 65х160 см с флагштоком;
14440;1;1;0;0;0;Флаг ПАРУС 65х160 см с флагштоком;
14442;1;1;0;0;0;Флаг ПАРУС 65х160 см с флагштоком;
14444;1;1;0;0;0;Флаг ПАРУС 65х160 см с флагштоком;
10414|10420|10702|11198|11546|12342|7288|7292|7296|7302|7346|7348;12;1;0;0;0;"Брендбук ""Стандарт""";
14526;1;1;0;0;0;Основание для флагштока квадрат 40х40 см;
14528;1;1;0;0;0;Основание для флагштока квадрат 40х40 см;
14530;1;1;0;0;0;Основание для флагштока квадрат 40х40 см;
14532;1;1;0;0;0;Основание для флагштока квадрат 40х40 см;
14518;1;1;0;0;0;Основание для флагштока квадрат 30х30 см;
14520;1;1;0;0;0;Основание для флагштока квадрат 30х30 см;
14522;1;2;0;0;0;Основание для флагштока квадрат 30х30 см;
14510;1;1;0;0;0;Основания для флагштока наливное;
14512;1;1;0;0;0;Основания для флагштока наливное;
14514;1;1;0;0;0;Основания для флагштока наливное;
14516;1;1;0;0;0;Основания для флагштока наливное;
14502;1;1;0;0;0;Флаг КАПЛЯ 90х340 см с флагштоком;
14504;1;1;0;0;0;Флаг КАПЛЯ 90х340 см с флагштоком;
14506;1;1;0;0;0;Флаг КАПЛЯ 90х340 см с флагштоком;
14508;1;1;0;0;0;Флаг КАПЛЯ 90х340 см с флагштоком;
14494;1;1;0;0;0;Флаг КАПЛЯ 90х270 см с флагштоком;
14496;1;1;0;0;0;Флаг КАПЛЯ 90х270 см с флагштоком;
14498;1;1;0;0;0;Флаг КАПЛЯ 90х270 см с флагштоком;
14500;1;1;0;0;0;Флаг КАПЛЯ 90х270 см с флагштоком;
14486;1;1;0;0;0;Флаг КАПЛЯ 90х180 см с флагштоком;
14488;1;1;0;0;0;Флаг КАПЛЯ 90х180 см с флагштоком;
14490;1;1;0;0;0;Флаг КАПЛЯ 90х180 см с флагштоком;
14492;1;1;0;0;0;Флаг КАПЛЯ 90х180 см с флагштоком;
14478;1;1;0;0;0;Флаг КАПЛЯ 65х160 см с флагштоком;
14480;1;1;0;0;0;Флаг КАПЛЯ 65х160 см с флагштоком;
14482;1;1;0;0;0;Флаг КАПЛЯ 65х160 см с флагштоком;
14484;1;1;0;0;0;Флаг КАПЛЯ 65х160 см с флагштоком;
14446;1;1;0;0;0;Флаг ПАРУС 90х180 см с флагштоком;
14448;1;1;0;0;0;Флаг ПАРУС 90х180 см с флагштоком;
14450;1;1;0;0;0;Флаг ПАРУС 90х180 см с флагштоком;
14452;1;1;0;0;0;Флаг ПАРУС 90х180 см с флагштоком;
14454;1;1;0;0;0;Флаг ПАРУС 90х270 см с флагштоком;
14456;1;1;0;0;0;Флаг ПАРУС 90х270 см с флагштоком;
14458;1;1;0;0;0;Флаг ПАРУС 90х270 см с флагштоком;
14460;1;1;0;0;0;Флаг ПАРУС 90х270 см с флагштоком;
14462;1;1;0;0;0;Флаг ПАРУС 90х340 см с флагштоком;
14464;1;1;0;0;0;Флаг ПАРУС 90х340 см с флагштоком;
14466;1;1;0;0;0;Флаг ПАРУС 90х340 см с флагштоком;
14468;1;1;0;0;0;Флаг ПАРУС 90х340 см с флагштоком;
6214;1;1;0;0;0;Скотч с логотипом 1 цвет 40 мм х 50 м;
6216;1;1;0;0;0;Скотч с логотипом 1 цвет 40 мм х 50 м;
6218;1;1;0;0;0;Скотч с логотипом 1 цвет 40 мм х 50 м;
11494;1;1;0;0;0;Скотч с логотипом 1 цвет 40 мм х 50 м;
6222;1;1;0;0;0;Скотч с логотипом 2 цвета 40 мм х 50 м;
6224;1;1;0;0;0;Скотч с логотипом 2 цвета 40 мм х 50 м;
11496;1;1;0;0;0;Скотч с логотипом 2 цвета 40 мм х 50 м;
12824;1;1;0;0;0;Скотч с логотипом 3 цвета 40 мм х 50 м;
17598;1;1;0;0;0;Скотч с логотипом 3 цвета 40 мм х 50 м;
17600;1;1;0;0;0;Скотч с логотипом 3 цвета 40 мм х 50 м;
17602;1;1;0;0;0;Скотч с логотипом 3 цвета 40 мм х 50 м;
17604;1;1;0;0;0;Клише для скотча шириной 48 мм 1 цвет;
6448|6470|7484|7510|7814|8246|8272|8454|8646|8720|8754|8766|8788;13;1;0;0;0;Панель-кронштейн световая двусторонняя;
6448|6468|7484|7508|7814|8244|8608|8766|9808;9;1;0;0;0;Панель-кронштейн без подсветки двусторонняя;
6448|6468|7484|7510|7814|8244|8610|8766|9808;9;2;0;0;0;Панель-кронштейн без подсветки двусторонняя;
6448|6470|7484|7510|7814|8246|8610|8766|9810;9;1;0;0;0;Панель-кронштейн без подсветки двусторонняя;
6448|6468|7484|7508|7812|8244|8608|8766|9808;9;1;0;0;0;Панель-кронштейн круглая без подсветки двусторонняя;
17072|6448|6468|7484|7814|8244|8610|8766;8;1;0;0;0;Панель-кронштейн круглая без подсветки двусторонняя;
6446|6468|7484|7724|7812|8452|8644|8754|8788|9820;10;2;0;0;0;Короб световой квадратный односторонний;
6448|6468|7484|7726|7812|8452|8644|8754|8788|9820;10;2;0;0;0;Короб световой квадратный односторонний;
6448|6468|7484|7726|7814|8452|8646|8754|8788|9820;10;1;0;0;0;Короб световой квадратный односторонний;
6448|6468|7484|7726|7812|8452|8646|8754|8788|9822;10;1;0;0;0;Короб световой круглый односторонний;
6446|6468|7484|7812|8608|9808|9820;7;3;0;0;0;Короб без подсветки квадратный односторонний;
6448|6468|7486|7814|8608|9808|9820;7;1;0;0;0;Короб без подсветки квадратный односторонний;
6448|6468|7484|7812|8610|9808|9820;7;1;0;0;0;Короб без подсветки круглый односторонний;
6288|8584|9032|9056;4;2;0;0;0;Брендированный планшет;
6290|8586|9034|9058;4;1;0;0;0;Брендированный планшет;
6290|8586|9036|9060;4;1;0;0;0;Брендированный планшет;
6292|8588|9036|9060;4;1;0;0;0;Брендированный планшет;
6292|8588|9038|9062;4;1;0;0;0;Брендированный планшет;
15668;1;1;0;0;0;Флаер Офсет 150 гр/м2;
17840;1;2;0;0;0;Листовка А6 Офсет 80 гр/м2 односторонняя;
17834;1;1;0;0;0;Листовка А6 Офсет 80 гр/м2 односторонняя;
17836;1;1;0;0;0;Листовка А6 Офсет 80 гр/м2 односторонняя;
17842;1;1;0;0;0;Листовка А6 Офсет 80 гр/м2 двухсторонняя;
17844;1;1;0;0;0;Листовка А6 Офсет 80 гр/м2 двухсторонняя;
15652;1;1;0;0;0;Листовка А6 Офсет 115 гр/м2;
15658;1;1;0;0;0;Листовка А6 Офсет 150 гр/м2;
15660;1;1;0;0;0;Листовка А6 Офсет 150 гр/м2;
15662;1;1;0;0;0;Листовка А6 Офсет 150 гр/м2;
15664;1;1;0;0;0;Листовка А6 Офсет 150 гр/м2;
15666;1;1;0;0;0;Листовка А6 Офсет 150 гр/м2;
17810;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 односторонняя;
17816;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 односторонняя;
17818;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 односторонняя;
17820;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 двухсторонняя;
17822;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 двухсторонняя;
17824;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 двухсторонняя;
17826;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 двухсторонняя;
17828;1;2;0;0;0;Листовка А5 Офсет 80 гр/м2 двухсторонняя;
15644;1;1;0;0;0;Листовка А5 Офсет 150 гр/м2;
15646;1;1;0;0;0;Листовка А5 Офсет 150 гр/м2;
17790;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 односторонняя;
17796;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 односторонняя;
17798;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 односторонняя;
17802;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 двухсторонняя;
17804;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 двухсторонняя;
17806;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 двухсторонняя;
17808;1;2;0;0;0;Листовка А4 Офсет 80 гр/м2 двухсторонняя;
15614;1;1;0;0;0;Листовка А4 Офсет 115 гр/м2;
4682;1;1;0;0;0;Листовка А4 Офсет 115 гр/м2;
4684;1;1;0;0;0;Листовка А4 Офсет 115 гр/м2;
15616;1;1;0;0;0;Листовка А4 Офсет 115 гр/м2;
15624;1;1;0;0;0;Листовка А4 Офсет 150 гр/м2;
15626;1;1;0;0;0;Листовка А4 Офсет 150 гр/м2;
4506;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 односторонняя;
4466;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 односторонняя;
4468;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 односторонняя;
4470;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 односторонняя;
4508;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 односторонняя;
17770;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 двухсторонняя;
17772;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 двухсторонняя;
17774;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 двухсторонняя;
17776;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 двухсторонняя;
17778;1;1;0;0;0;Листовка А3 Офсет 115 гр/м2 двухсторонняя;
11528;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 односторонняя;
11530;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 односторонняя;
11532;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 односторонняя;
11534;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 односторонняя;
17780;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 двухсторонняя;
17782;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 двухсторонняя;
17784;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 двухсторонняя;
17786;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 двухсторонняя;
17788;1;1;0;0;0;Листовка А3 Офсет 150 гр/м2 двухсторонняя;
17706;1;1;0;0;0;"Этикетка ""Прямоугольник"" 100х70 мм";
17708;1;1;0;0;0;"Этикетка ""Прямоугольник"" 100х70 мм";
17710;1;1;0;0;0;"Этикетка ""Прямоугольник"" 100х70 мм";
17712;1;1;0;0;0;"Этикетка ""Прямоугольник"" 100х70 мм";
17714;1;1;0;0;0;"Этикетка ""Прямоугольник"" 100х70 мм";
17724;1;1;0;0;0;"Этикетка ""Круг"" 58х58 мм";
17728;1;1;0;0;0;"Этикетка ""Круг"" 89х89 мм";
17732;1;1;0;0;0;"Этикетка ""Круг"" 89х89 мм";
17736;1;1;0;0;0;"Этикетка ""Круг"" 89х89 мм";
17738;1;1;0;0;0;"Этикетка ""Круг"" 89х89 мм";
17740;1;1;0;0;0;"Этикетка ""Круг"" 159х159 мм";
17742;1;1;0;0;0;"Этикетка ""Круг"" 159х159 мм";
17744;1;1;0;0;0;"Этикетка ""Круг"" 159х159 мм";
17746;1;1;0;0;0;"Этикетка ""Круг"" 159х159 мм";
17748;1;1;0;0;0;"Этикетка ""Круг"" 159х159 мм";
17750;1;1;0;0;0;"Этикетка ""Круг"" 159х159 мм";
15770;1;1;0;0;0;Буклет А4 2 Бига Офсет 115 гр/м2;
17912;1;1;0;0;0;Буклет А4 2 Бига Офсет 150 гр/м2;
17914;1;1;0;0;0;Буклет А4 2 Бига Офсет 150 гр/м2;
17846;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 односторонний;
17850;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 односторонний;
17852;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 односторонний;
17854;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 односторонний;
17868;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;
17872;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;
17856;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 односторонний;
17858;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 односторонний;
17860;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 односторонний;
17862;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 односторонний;
17864;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 односторонний;
17876;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
17878;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
17884;1;1;0;0;0;Дорхенгер скругленный верх Офсет 94х204 мм бумага 300 гр/м2 двухсторонний;
17890;1;2;0;0;0;Дорхенгер Офсет 66х194 мм бумага 170 гр/м2;
17894;1;1;0;0;0;Дорхенгер Офсет 66х194 мм бумага 170 гр/м2;
17896;1;1;0;0;0;Дорхенгер Офсет 66х194 мм бумага 300 гр/м2;
17898;1;1;0;0;0;Дорхенгер Офсет 66х194 мм бумага 300 гр/м2;
17900;1;1;0;0;0;Дорхенгер Офсет 66х194 мм бумага 300 гр/м2;
17902;1;1;0;0;0;Дорхенгер Офсет 66х194 мм бумага 300 гр/м2;
17904;1;1;0;0;0;Дорхенгер Офсет 66х194 мм бумага 300 гр/м2;
5082|5170;2;1;0;0;0;Флаер стандарт 160 гр/м2;
18874;1;1;0;0;0;Блокнот Офсет А5 в клетку 30 листов на металлической пружине;
18876;1;1;0;0;0;Блокнот Офсет А5 в клетку 30 листов на металлической пружине;
18878;1;1;0;0;0;Блокнот Офсет А5 в клетку 30 листов на металлической пружине;
18880;1;1;0;0;0;Блокнот Офсет А5 в клетку 30 листов на металлической пружине;
18882;1;1;0;0;0;Блокнот Офсет А5 в клетку 50 листов на металлической пружине;
18886;1;2;0;0;0;Блокнот Офсет А5 в клетку 50 листов на металлической пружине;
18890;1;1;0;0;0;Блокнот Офсет А5 в клетку 80 листов на металлической пружине;
18892;1;1;0;0;0;Блокнот Офсет А5 в клетку 80 листов на металлической пружине;
18894;1;1;0;0;0;Блокнот Офсет А5 в клетку 80 листов на металлической пружине;
18896;1;1;0;0;0;Блокнот Офсет А5 в клетку 80 листов на металлической пружине;
18802;1;1;0;0;0;Брошюра офсет А4 на скобе 12 страниц;
18804;1;1;0;0;0;Брошюра офсет А4 на скобе 12 страниц;
18806;1;1;0;0;0;Брошюра офсет А4 на скобе 12 страниц;
18808;1;1;0;0;0;Брошюра офсет А4 на скобе 12 страниц;
18814;1;1;0;0;0;Брошюра офсет А4 на скобе 20 страниц;
18818;1;1;0;0;0;Брошюра офсет А4 на скобе 20 страниц;
18820;1;1;0;0;0;Брошюра офсет А4 на скобе 20 страниц;
18822;1;1;0;0;0;Брошюра офсет А4 на скобе 20 страниц;
18846;1;2;0;0;0;Брошюра офсет А4 на скобе 12 страниц;
18812;1;1;0;0;0;Брошюра офсет А4 на скобе 12 страниц;
18826;1;1;0;0;0;Брошюра офсет А4 на скобе 36 страниц;
18828;1;1;0;0;0;Брошюра офсет А4 на скобе 36 страниц;
18830;1;1;0;0;0;Брошюра офсет А4 на скобе 36 страниц;
18832;1;1;0;0;0;Брошюра офсет А4 на скобе 36 страниц;
18834;1;1;0;0;0;Брошюра офсет А4 на скобе 36 страниц;
18838;1;1;0;0;0;Брошюра офсет А5 на скобе 12 страниц;
18840;1;1;0;0;0;Брошюра офсет А5 на скобе 12 страниц;
18842;1;1;0;0;0;Брошюра офсет А5 на скобе 12 страниц;
18844;1;1;0;0;0;Брошюра офсет А5 на скобе 12 страниц;
18848;1;1;0;0;0;Брошюра офсет А5 на скобе 12 страниц;
18850;1;1;0;0;0;Брошюра офсет А5 на скобе 24 страниц;
18852;1;1;0;0;0;Брошюра офсет А5 на скобе 24 страниц;
18854;1;1;0;0;0;Брошюра офсет А5 на скобе 24 страниц;
18856;1;1;0;0;0;Брошюра офсет А5 на скобе 24 страниц;
18858;1;1;0;0;0;Брошюра офсет А5 на скобе 24 страниц;
18860;1;1;0;0;0;Брошюра офсет А5 на скобе 24 страниц;
18864;1;1;0;0;0;Брошюра офсет А5 на скобе 36 страниц;
18866;1;1;0;0;0;Брошюра офсет А5 на скобе 36 страниц;
18868;1;1;0;0;0;Брошюра офсет А5 на скобе 36 страниц;
18870;1;1;0;0;0;Брошюра офсет А5 на скобе 36 страниц;
18872;1;1;0;0;0;Брошюра офсет А5 на скобе 36 страниц;
18816;1;1;0;0;0;Брошюра офсет А4 на скобе 20 страниц;
18824;1;1;0;0;0;Брошюра офсет А4 на скобе 20 страниц;
18836;1;1;0;0;0;Брошюра офсет А4 на скобе 36 страниц;
4300|4454;2;1;0;0;0;Меню А3 одностраничное Крафт;
18978;1;2;0;0;0;Буклет А3 2 Бига Офсет 150 гр/м2;
18980;1;2;0;0;0;Буклет А3 2 Бига Офсет 150 гр/м2;
18982;1;2;0;0;0;Буклет А3 2 Бига Офсет 150 гр/м2;
18986;1;1;0;0;0;Буклет А3 2 Бига Офсет 150 гр/м2;
18996;1;2;0;0;0;Бейдж акриловый с гравировкой 8,5х5,5 см;
18992;1;1;0;0;0;Бейдж акриловый с гравировкой 8,5х5,5 см;
18994;1;1;0;0;0;Бейдж акриловый с гравировкой 8,5х5,5 см;
18998;1;1;0;0;0;Бейдж акриловый с гравировкой 8,5х5,5 см;
19000;1;1;0;0;0;Бейдж акриловый с гравировкой 8,5х5,5 см;
19008;1;2;0;0;0;Бейдж акриловый с уф-печатью 8,5х5,5 см;
19020;1;2;0;0;0;Бейдж на зеркальном золоте/серебре 8,5х5,5 см;
